AgencyGroupID,GroupCode,GroupName,GroupHead,ClusterCode,ParentGroupCode,DirectorateCode,Added_by,entry_stamp,last_modified_by,last_modified,DELETED,office_type
547,IV-A-FO-HRMDD-PAS,"FO Personal Administration Section",NULL,NULL,IV-A-FO-HRMDD,IV-A,NULL,NULL,NULL,NULL,0,2
548,IV-A-FO-IAU,"FO Internal Audit Unit",NULL,NULL,IV-A-FO-ORD,IV-A,NULL,NULL,NULL,NULL,0,2
549,IV-A-FO-KC,"FO Kalhi-CIDSS PMO",NULL,NULL,IV-A-FO-PROSD,IV-A,NULL,NULL,NULL,NULL,0,2
550,IV-A-FO-LU,"FO Legal Unit",NULL,NULL,IV-A-FO-ORD,IV-A,NULL,NULL,NULL,NULL,0,2
551,IV-A-FO-OARDA,"FO Office of Assistant Regional Director for Administration",NULL,NULL,IV-A-FO-ORD,IV-A,NULL,NULL,NULL,NULL,0,2
552,IV-A-FO-OARDO,"FO Office of Assistant Regional Director for Operation",NULL,NULL,IV-A-FO-ORD,IV-A,NULL,NULL,NULL,NULL,0,2
553,IV-A-FO-ORD,"FO Office of the Regional Director",NULL,NULL,NULL,IV-A,NULL,NULL,NULL,NULL,0,2
554,IV-A-FO-ORD-STU,"FO Social Technology Unit",NULL,NULL,IV-A-FO-ORD,IV-A,NULL,NULL,NULL,NULL,0,2
555,IV-A-FO-PPD,"FO Policy and Plans Division",NULL,NULL,IV-A-FO-ORD,IV-A,NULL,NULL,NULL,NULL,0,2
556,IV-A-FO-PPD-ICT,"FO Information & Planning Communication Technology Section",NULL,NULL,IV-A-FO-ORD,IV-A,NULL,NULL,NULL,NULL,0,2
557,IV-A-FO-PPD-NHTS,"FO National Household Targetting Section",NULL,NULL,IV-A-FO-ORD,IV-A,NULL,NULL,NULL,NULL,0,2
558,IV-A-FO-PPD-PDPS,"FO Policy Development and Planning Section",NULL,NULL,IV-A-FO-PPD,IV-A,NULL,NULL,NULL,NULL,0,2
559,IV-A-FO-PPD-SS,"FO Standard Section",NULL,NULL,IV-A-FO-ORD,IV-A,NULL,NULL,NULL,NULL,0,2
560,IV-A-FO-PPD-UCT,"FO Unconditional Cash Transfer",NULL,NULL,IV-A-FO-PPD,IV-A,NULL,NULL,NULL,NULL,0,2
561,IV-A-FO-PROMSD,"FO Promotive Service Division",NULL,NULL,IV-A-FO-OARDO,IV-A,NULL,NULL,NULL,NULL,0,2
562,IV-A-FO-PROMSD-EPAHP,"FO Enhance Partnership Against Hunger and Poverty",NULL,NULL,IV-A-FO-PROMSD,IV-A,NULL,NULL,NULL,NULL,0,2
563,IV-A-FO-PROMSD-SLP,"FO Sustainable Livelihood Program PMO",NULL,NULL,IV-A-FO-PROSD,IV-A,NULL,NULL,NULL,NULL,0,2
564,IV-A-FO-PSD,"FO Protective Service Division",NULL,NULL,IV-A-FO-OARDO,IV-A,NULL,NULL,NULL,NULL,0,2
565,IV-A-FO-PSD-CBS,"FO Capacity Building Section",NULL,NULL,IV-A-FO-PSD,IV-A,NULL,NULL,NULL,NULL,0,2
566,IV-A-FO-PSD-CBSS,"FO Center Based Services Section",NULL,NULL,IV-A-FO-PSD,IV-A,NULL,NULL,NULL,NULL,0,2
567,IV-A-FO-PSD-CIS,"FO Crisis Intervention Section",NULL,NULL,IV-A-FO-PSD,IV-A,NULL,NULL,NULL,NULL,0,2
568,IV-A-FO-PSD-COMBS,"FO Community Based Services Section",NULL,NULL,IV-A-FO-PSD,IV-A,NULL,NULL,NULL,NULL,0,2
569,IV-A-FO-SMU,"FO Social Marketing Unit",NULL,NULL,IV-A-FO-ORD,IV-A,NULL,NULL,NULL,NULL,0,2
570,IV-B-FO-4PS-AS,"FO Pantawid - Administrative Section",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
571,IV-B-FO-4PS-BDM,"FO Pantawid - Beneficiary Data Management Section",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
572,IV-B-FO-4PS-CBS,"FO Pantawid - Capability Building Division",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
573,IV-B-FO-4PS-CVS,"FO Pantawid - Compliance Verification Section",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
574,IV-B-FO-4PS-FDS,"FO Pantawid - Family Development Section",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
575,IV-B-FO-4PS-GRS,"FO Pantawid - Grievance Redress Section",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
576,IV-B-FO-4PS-IPD,"FO Pantawid - Institutional Partnership Section",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
577,IV-B-FO-4PS-MCCT,"FO Pantawid - Modified Conditional Cash Transfer Section",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
578,IV-B-FO-4PS-OPS,"FO Pantawid - Operation",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
579,IV-B-FO-4PS-PMES,"FO Pantawid - Planning and Monitoring and Evaluation Section",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
580,IV-B-FO-4PS-POO-MAR,"FO Pantawid-Provincial Operations Office - Marinduque",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
581,IV-B-FO-4PS-POO-OCCI,"FO Pantawid-Provincial Operations Office - Occidental Mindoro",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
582,IV-B-FO-4PS-POO-ORMIN,"FO Pantawid-Provincial Operations Office - Oriental Mindoro",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
583,IV-B-FO-4PS-POO-PAL,"FO Pantawid-Provincial Operations Office - Palawan",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
584,IV-B-FO-4PS-POO-ROM,"FO Pantawid-Provincial Operations Office - Romblon",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
585,IV-B-FO-4PS-RPMO,"FO Pantawid Regional Program Management Office",NULL,NULL,IV-B-FO-PROSD,IV-B,NULL,NULL,NULL,NULL,0,2
586,IV-B-FO-4PS-SMU,"FO Pantawid - Social Marketing Unit",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
587,IV-B-FO-4PS-SSDMS,"FO Pantawid - Social Services Delivery and Management Section",NULL,NULL,IV-B-FO-4PS,IV-B,NULL,NULL,NULL,NULL,0,2
588,IV-B-FO-AD,"FO Administrative Division",NULL,NULL,IV-B-FO-OARDA,IV-B,NULL,NULL,NULL,NULL,0,2
589,IV-B-FO-AD-GSS,"FO General Service Section",NULL,NULL,IV-B-FO-AD,IV-B,NULL,NULL,NULL,NULL,0,2
590,IV-B-FO-AD-PS,"FO Procurement Section",NULL,NULL,IV-B-FO-AD,IV-B,NULL,NULL,NULL,NULL,0,2
591,IV-B-FO-AD-PSS,"FO Property and Supply Section",NULL,NULL,IV-B-FO-AD,IV-B,NULL,NULL,NULL,NULL,0,2
592,IV-B-FO-AD-RAMS,"FO Records and Archives Management Section",NULL,NULL,IV-B-FO-AD,IV-B,NULL,NULL,1825,"2022-07-14 14:31:15",0,2
593,IV-B-FO-ALL,"All DSWD Field Office IV-B",NULL,NULL,NULL,IV-B,NULL,NULL,NULL,NULL,0,2
594,IV-B-FO-BAC,"FO Bids and Awards Committee",NULL,NULL,NULL,IV-B,NULL,NULL,NULL,NULL,0,2
595,IV-B-FO-CBS-MTA,"FO Minors Travelling Abroad Office",NULL,NULL,IV-B-FO-PSD-COMBS,IV-B,NULL,NULL,NULL,NULL,0,2
596,IV-B-FO-CBSS-ANVRC,"FO A/NVRC Island Cluster",NULL,NULL,IV-B-FO-PSD-CBSS,IV-B,NULL,NULL,NULL,NULL,0,2
597,IV-B-FO-CBSS-RHGW,"FO Regional Home for Girls and Women",NULL,NULL,IV-B-FO-PSD-CBSS,IV-B,NULL,NULL,NULL,NULL,0,2
598,IV-B-FO-CBSS-RSCC,"FO Reception and Study Center for Children",NULL,NULL,IV-B-FO-PSD-CBSS,IV-B,NULL,NULL,NULL,NULL,0,2
599,IV-B-FO-CBSS-RSCY,"FO Regional Rehabilitation Center for Youth",NULL,NULL,IV-B-FO-PSD-CBSS,IV-B,NULL,NULL,NULL,NULL,0,2
600,IV-B-FO-COA,"FO Commision on Audit",NULL,NULL,NULL,IV-B,NULL,NULL,NULL,NULL,0,2
601,IV-B-FO-COMBS-ARRS,"FO Adoption Resource and Referral Section",NULL,NULL,IV-B-FO-PSD-COMBS,IV-B,NULL,NULL,NULL,NULL,0,2
602,IV-B-FO-COMBS-SFP,"FO Supplementary Feeding Program",NULL,NULL,IV-B-FO-PSD-COMBS,IV-B,NULL,NULL,NULL,NULL,0,2
603,IV-B-FO-COMBS-SPO,"FO Social Pension Office",NULL,NULL,IV-B-FO-PSD-COMBS,IV-B,NULL,NULL,NULL,NULL,0,2
604,IV-B-FO-DRMD,"FO Disaster Response Management Division (Gen Admin)",NULL,NULL,IV-B-FO-OARDO,IV-B,NULL,NULL,1830,"2022-07-14 14:47:01",0,2
605,IV-B-FO-DRMD-DRIMS,"FO Disaster Response Information and Management Section",NULL,NULL,IV-B-FO-DRMD,IV-B,NULL,NULL,1830,"2022-07-14 14:45:59",0,2
606,IV-B-FO-DRMD-DRRMS,"FO Disaster Response and Rehabilitation Section",NULL,NULL,IV-B-FO-DRMD,IV-B,NULL,NULL,1830,"2022-07-14 14:44:30",0,2
607,IV-B-FO-DRMD-RROS,"FO Regional Resource Operations Section",NULL,NULL,IV-B-FO-DRMD,IV-B,NULL,NULL,1830,"2022-07-14 14:46:17",0,2
608,IV-B-FO-FMD,"FO Financial Management Division",NULL,NULL,IV-B-FO-OARDA,IV-B,NULL,NULL,NULL,NULL,0,2
609,IV-B-FO-FMD-AS,"FO Accounting Section",NULL,NULL,IV-B-FO-FMD,IV-B,NULL,NULL,NULL,NULL,0,2
610,IV-B-FO-FMD-BS,"FO Budget Section",NULL,NULL,IV-B-FO-FMD,IV-B,NULL,NULL,NULL,NULL,0,2
611,IV-B-FO-FMD-CS,"FO Cash Section",NULL,NULL,IV-B-FO-FMD,IV-B,NULL,NULL,NULL,NULL,0,2
612,IV-B-FO-HRMDD,"FO Human Resource Management and Development Division",NULL,NULL,IV-B-FO-OARDA,IV-B,NULL,NULL,NULL,NULL,0,2
613,IV-B-FO-HRMDD-HRPPMS,"FO Human Resource Planning and Performance Management Section",NULL,NULL,IV-B-FO-HRMDD,IV-B,NULL,NULL,NULL,NULL,0,2
614,IV-B-FO-HRMDD-HRWS,"FO Human Resource Welfare Section",NULL,NULL,IV-B-FO-HRMDD,IV-B,NULL,NULL,NULL,NULL,0,2
615,IV-B-FO-HRMDD-LDS,"FO Learning and Development Section",NULL,NULL,IV-B-FO-HRMDD,IV-B,NULL,NULL,NULL,NULL,0,2
616,IV-B-FO-HRMDD-PAS,"FO Personal Administration Section",NULL,NULL,IV-B-FO-HRMDD,IV-B,NULL,NULL,NULL,NULL,0,2
617,IV-B-FO-IAU,"FO Internal Audit Unit",NULL,NULL,IV-B-FO-ORD,IV-B,NULL,NULL,NULL,NULL,0,2
618,IV-B-FO-KC,"FO Kalhi-CIDSS PMO",NULL,NULL,IV-B-FO-PROSD,IV-B,NULL,NULL,NULL,NULL,0,2
619,IV-B-FO-LU,"FO Legal Unit",NULL,NULL,IV-B-FO-ORD,IV-B,NULL,NULL,NULL,NULL,0,2
620,IV-B-FO-OARDA,"FO Office of Assistant Regional Director for Administration",NULL,NULL,IV-B-FO-ORD,IV-B,NULL,NULL,NULL,NULL,0,2
621,IV-B-FO-OARDO,"FO Office of Assistant Regional Director for Operation",NULL,NULL,IV-B-FO-ORD,IV-B,NULL,NULL,NULL,NULL,0,2
622,IV-B-FO-ORD,"FO Office of the Regional Director",NULL,NULL,NULL,IV-B,NULL,NULL,NULL,NULL,0,2
623,IV-B-FO-ORD-RSCWC,"FO Regional Sub-Committee for the Welfare of Children",NULL,NULL,NULL,IV-B,1825,"2022-07-14 16:27:38",NULL,NULL,0,2
624,IV-B-FO-ORD-STU,"FO Social Technology Unit",NULL,NULL,NULL,IV-B,1830,"2022-07-14 14:42:56",NULL,NULL,0,2
625,IV-B-FO-ORD-TARA,"FO Technical Assistance and Resource Augmentation",NULL,NULL,NULL,IV-B,1825,"2022-07-14 14:44:00",NULL,NULL,0,2
626,IV-B-FO-PPD,"FO Policy and Plans Division",NULL,NULL,IV-B-FO-ORD,IV-B,NULL,NULL,NULL,NULL,0,2
627,IV-B-FO-PPD-ICT,"FO Information & Planning Communication Technology Section",NULL,NULL,IV-B-FO-ORD,IV-B,NULL,NULL,NULL,NULL,0,2
628,IV-B-FO-PPD-NHTS,"FO National Household Targetting Section",NULL,NULL,IV-B-FO-ORD,IV-B,NULL,NULL,NULL,NULL,0,2
629,IV-B-FO-PPD-PDPS,"FO  Policy Development and Planning Section",NULL,NULL,NULL,IV-B,1827,"2022-07-14 13:24:15",NULL,NULL,0,2
630,IV-B-FO-PPD-SS,"FO Standard Section",NULL,NULL,IV-B-FO-ORD,IV-B,NULL,NULL,NULL,NULL,0,2
631,IV-B-FO-PPD-UCT,"FO Unconditional Cash Transfer",NULL,NULL,NULL,IV-B,1825,"2022-07-14 14:42:47",NULL,NULL,0,2
632,IV-B-FO-PROMSD,"FO Promotive Service Division",NULL,NULL,IV-B-FO-OARDO,IV-B,NULL,NULL,NULL,NULL,0,2
633,IV-B-FO-PROMSD-EPAHP,"FO Enhance Partnership Against Hunger and Poverty",NULL,NULL,IV-B-FO-PROMSD,IV-B,NULL,NULL,NULL,NULL,0,2
634,IV-B-FO-PROMSD-SLP,"FO Sustainable Livelihood Program PMO",NULL,NULL,IV-B-FO-PROSD,IV-B,NULL,NULL,NULL,NULL,0,2
635,IV-B-FO-PROSD-EPAHP,"FO Enhanced Partnership Against Hunger and Poverty",NULL,NULL,NULL,IV-B,1826,"2022-07-14 14:52:32",1826,"2022-07-14 14:54:32",1,2
636,IV-B-FO-PSD,"FO Protective Service Division",NULL,NULL,IV-B-FO-OARDO,IV-B,NULL,NULL,NULL,NULL,0,2
637,IV-B-FO-PSD-CBS,"FO Capacity Building Section",NULL,NULL,IV-B-FO-PSD,IV-B,NULL,NULL,NULL,NULL,0,2
638,IV-B-FO-PSD-CBSS,"FO Center Based Services Section",NULL,NULL,IV-B-FO-PSD,IV-B,NULL,NULL,NULL,NULL,0,2
639,IV-B-FO-PSD-CIS,"FO Crisis Intervention Section",NULL,NULL,IV-B-FO-PSD,IV-B,NULL,NULL,NULL,NULL,0,2
640,IV-B-FO-PSD-COMBS,"FO Community Based Services Section",NULL,NULL,IV-B-FO-PSD,IV-B,NULL,NULL,NULL,NULL,0,2
641,IV-B-FO-PSD-EPAHP,"FO Enhanced Partnership Against Hunger and Poverty",NULL,NULL,NULL,IV-B,1826,"2022-07-14 14:48:29",1826,"2022-07-14 14:51:57",1,2
642,IV-B-FO-PSD-MYC,"FO MIMAROPA Youth Center",NULL,NULL,NULL,IV-B,1825,"2022-07-18 09:55:37",NULL,NULL,0,2
643,IV-B-FO-PSD-SFP,"FO Supplementary Feeding Program",NULL,NULL,NULL,IV-B,1826,"2022-07-14 14:59:03",NULL,NULL,0,2
644,IV-B-FO-PSD-SP,"FO Social Pension",NULL,NULL,NULL,IV-B,1826,"2022-07-14 14:42:42",NULL,NULL,0,2
645,IV-B-FO-SMU,"FO Social Marketing Unit",NULL,NULL,IV-B-FO-ORD,IV-B,NULL,NULL,NULL,NULL,0,2
646,IV-B-FO-SWAD-MAR,"FO-Social Welfare and Development Office-Marinduque",NULL,NULL,IV-B-FO-PSD,IV-B,NULL,NULL,NULL,NULL,0,2
647,IV-B-FO-SWAD-OCCI,"FO-Social Welfare and Development Office-Occidental Mindoro",NULL,NULL,IV-B-FO-PSD,IV-B,NULL,NULL,NULL,NULL,0,2
648,IV-B-FO-SWAD-ORMIN,"FO-Social Welfare and Development Office-Oriental Mindoro",NULL,NULL,IV-B-FO-PSD,IV-B,NULL,NULL,NULL,NULL,0,2
649,IV-B-FO-SWAD-PAL,"FO-Social Welfare and Development Office-Palawan",NULL,NULL,IV-B-FO-PSD,IV-B,NULL,NULL,NULL,NULL,0,2
650,IV-B-FO-SWAD-ROM,"FO-Social Welfare and Development Office-Romblon",NULL,NULL,IV-B-FO-PSD,IV-B,NULL,NULL,NULL,NULL,0,2
651,IX-FO-4PS-AS,"FO Pantawid - Administrative Section",NULL,NULL,IX-FO-4PS,IX,NULL,NULL,NULL,NULL,0,2
652,IX-FO-4PS-BDM,"FO Pantawid - Beneficiary Data Management Section",NULL,NULL,IX-FO-4PS,IX,NULL,NULL,NULL,NULL,0,2
653,IX-FO-4PS-CBS,"FO Pantawid - Capability Building Division",NULL,NULL,IX-FO-4PS,IX,NULL,NULL,NULL,NULL,0,2
654,IX-FO-4PS-CVS,"FO Pantawid - Compliance Verification Section",NULL,NULL,IX-FO-4PS,IX,NULL,NULL,NULL,NULL,0,2
655,IX-FO-4PS-FDS,"FO Pantawid - Family Development Section",NULL,NULL,IX-FO-4PS,IX,NULL,NULL,NULL,NULL,0,2
656,IX-FO-4PS-GRS,"FO Pantawid - Grievance Redress Section",NULL,NULL,IX-FO-4PS,IX,NULL,NULL,NULL,NULL,0,2
657,IX-FO-4PS-IPD,"FO Pantawid - Institutional Partnership Section",NULL,NULL,IX-FO-4PS,IX,NULL,NULL,NULL,NULL,0,2
658,IX-FO-4PS-MCCT,"FO Pantawid - Modified Conditional Cash Transfer Section",NULL,NULL,IX-FO-4PS,IX,NULL,NULL,NULL,NULL,0,2
659,IX-FO-4PS-OPS,"FO Pantawid - Operation",NULL,NULL,IX-FO-4PS,IX,NULL,NULL,NULL,NULL,0,2
660,IX-FO-4PS-PMES,"FO Pantawid - Planning and Monitoring and Evaluation Section",NULL,NULL,IX-FO-4PS,IX,NULL,NULL,NULL,NULL,0,2
661,IX-FO-4PS-RPMO,"FO Pantawid Regional Program Management Office",NULL,NULL,IX-FO-PROSD,IX,NULL,NULL,NULL,NULL,0,2
662,IX-FO-4PS-SMU,"FO Pantawid - Social Marketing Unit",NULL,NULL,IX-FO-4PS,IX,NULL,NULL,NULL,NULL,0,2
663,IX-FO-4PS-SSDMS,"FO Pantawid - Social Services Delivery and Management Section",NULL,NULL,IX-FO-4PS,IX,NULL,NULL,NULL,NULL,0,2
664,IX-FO-AD,"FO Administrative Division",NULL,NULL,IX-FO-OARDA,IX,NULL,NULL,NULL,NULL,0,2
665,IX-FO-AD-GSS,"FO General Service Section",NULL,NULL,IX-FO-AD,IX,NULL,NULL,NULL,NULL,0,2
666,IX-FO-AD-PS,"FO Procurement Section",NULL,NULL,IX-FO-AD,IX,NULL,NULL,NULL,NULL,0,2
667,IX-FO-AD-PSS,"FO Property and Supply Section",NULL,NULL,IX-FO-AD,IX,NULL,NULL,NULL,NULL,0,2
668,IX-FO-AD-RAMS,"FO Records Management Section",NULL,NULL,IX-FO-AD,IX,NULL,NULL,NULL,NULL,0,2
669,IX-FO-ALL,"All DSWD Field Office IX",NULL,NULL,NULL,IX,NULL,NULL,NULL,NULL,0,2
670,IX-FO-BAC,"FO Bids and Awards Committee",NULL,NULL,NULL,IX,NULL,NULL,NULL,NULL,0,2
671,IX-FO-CBS-MTA,"FO Minors Travelling Abroad Office",NULL,NULL,IX-FO-PSD-COMBS,IX,NULL,NULL,NULL,NULL,0,2
672,IX-FO-CBSS-ANVRC,"FO A/NVRC Island Cluster",NULL,NULL,IX-FO-PSD-CBSS,IX,NULL,NULL,NULL,NULL,0,2
673,IX-FO-CBSS-RHGW,"FO Regional Home for Girls and Women",NULL,NULL,IX-FO-PSD-CBSS,IX,NULL,NULL,NULL,NULL,0,2
674,IX-FO-CBSS-RSCC,"FO Reception and Study Center for Children",NULL,NULL,IX-FO-PSD-CBSS,IX,NULL,NULL,NULL,NULL,0,2
675,IX-FO-CBSS-RSCY,"FO Regional Rehabilitation Center for Youth",NULL,NULL,IX-FO-PSD-CBSS,IX,NULL,NULL,NULL,NULL,0,2
676,IX-FO-COA,"FO Commision on Audit",NULL,NULL,NULL,IX,NULL,NULL,NULL,NULL,0,2
677,IX-FO-COMBS-ARRS,"FO Adoption Resource and Referral Section",NULL,NULL,IX-FO-PSD-COMBS,IX,NULL,NULL,NULL,NULL,0,2
678,IX-FO-COMBS-SFP,"FO Supplementary Feeding Program",NULL,NULL,IX-FO-PSD-COMBS,IX,NULL,NULL,NULL,NULL,0,2
679,IX-FO-COMBS-SPO,"FO Social Pension Office",NULL,NULL,IX-FO-PSD-COMBS,IX,NULL,NULL,NULL,NULL,0,2
680,IX-FO-DRMD,"FO Disaster Response Management Division",NULL,NULL,IX-FO-OARDO,IX,NULL,NULL,NULL,NULL,0,2
681,IX-FO-DRMD-DRIMS,"FO Regional Response & Information Management Section",NULL,NULL,IX-FO-DRMD,IX,NULL,NULL,NULL,NULL,0,2
682,IX-FO-DRMD-DRRMS,"FO Disaster Response Rehabilitation Managment Section",NULL,NULL,IX-FO-DRMD,IX,NULL,NULL,NULL,NULL,0,2
683,IX-FO-DRMD-RROS,"FO Regiona Resource Operation Section",NULL,NULL,IX-FO-DRMD,IX,NULL,NULL,NULL,NULL,0,2
684,IX-FO-FMD,"FO Financial Management Division",NULL,NULL,IX-FO-OARDA,IX,NULL,NULL,NULL,NULL,0,2
685,IX-FO-FMD-AS,"FO Accounting Section",NULL,NULL,IX-FO-FMD,IX,NULL,NULL,NULL,NULL,0,2
686,IX-FO-FMD-BS,"FO Budget Section",NULL,NULL,IX-FO-FMD,IX,NULL,NULL,NULL,NULL,0,2
687,IX-FO-FMD-CS,"FO Cash Section",NULL,NULL,IX-FO-FMD,IX,NULL,NULL,NULL,NULL,0,2
688,IX-FO-HRMDD,"FO Human Resource Management and Development Division",NULL,NULL,IX-FO-OARDA,IX,NULL,NULL,NULL,NULL,0,2
689,IX-FO-HRMDD-HRPPMS,"FO Human Resource Planning and Performance Management Section",NULL,NULL,IX-FO-HRMDD,IX,NULL,NULL,NULL,NULL,0,2
690,IX-FO-HRMDD-HRWS,"FO Human Resource Welfare Section",NULL,NULL,IX-FO-HRMDD,IX,NULL,NULL,NULL,NULL,0,2
691,IX-FO-HRMDD-LDS,"FO Learning and Development Section",NULL,NULL,IX-FO-HRMDD,IX,NULL,NULL,NULL,NULL,0,2
692,IX-FO-HRMDD-PAS,"FO Personal Administration Section",NULL,NULL,IX-FO-HRMDD,IX,NULL,NULL,NULL,NULL,0,2
693,IX-FO-IAU,"FO Internal Audit Unit",NULL,NULL,IX-FO-ORD,IX,NULL,NULL,NULL,NULL,0,2
694,IX-FO-KC,"FO Kalhi-CIDSS PMO",NULL,NULL,IX-FO-PROSD,IX,NULL,NULL,NULL,NULL,0,2
695,IX-FO-LU,"FO Legal Unit",NULL,NULL,IX-FO-ORD,IX,NULL,NULL,NULL,NULL,0,2
696,IX-FO-OARDA,"FO Office of Assistant Regional Director for Administration",NULL,NULL,IX-FO-ORD,IX,NULL,NULL,NULL,NULL,0,2
697,IX-FO-OARDO,"FO Office of Assistant Regional Director for Operation",NULL,NULL,IX-FO-ORD,IX,NULL,NULL,NULL,NULL,0,2
698,IX-FO-ORD,"FO Office of the Regional Director",NULL,NULL,NULL,IX,NULL,NULL,NULL,NULL,0,2
699,IX-FO-ORD-STU,"FO Social Technology Unit",NULL,NULL,IX-FO-ORD,IX,NULL,NULL,NULL,NULL,0,2
700,IX-FO-PPD,"FO Policy and Plans Division",NULL,NULL,IX-FO-ORD,IX,NULL,NULL,NULL,NULL,0,2
701,IX-FO-PPD-ICT,"FO Information & Planning Communication Technology Section",NULL,NULL,IX-FO-ORD,IX,NULL,NULL,NULL,NULL,0,2
702,IX-FO-PPD-NHTS,"FO National Household Targetting Section",NULL,NULL,IX-FO-ORD,IX,NULL,NULL,NULL,NULL,0,2
703,IX-FO-PPD-PDPS,"FO Policy Development and Planning Section",NULL,NULL,IX-FO-PPD,IX,NULL,NULL,NULL,NULL,0,2
704,IX-FO-PPD-SS,"FO Standard Section",NULL,NULL,IX-FO-ORD,IX,NULL,NULL,NULL,NULL,0,2
705,IX-FO-PPD-UCT,"FO Unconditional Cash Transfer",NULL,NULL,IX-FO-PPD,IX,NULL,NULL,NULL,NULL,0,2
706,IX-FO-PROMSD,"FO Promotive Service Division",NULL,NULL,IX-FO-OARDO,IX,NULL,NULL,NULL,NULL,0,2
707,IX-FO-PROMSD-EPAHP,"FO Enhance Partnership Against Hunger and Poverty",NULL,NULL,IX-FO-PROMSD,IX,NULL,NULL,NULL,NULL,0,2
708,IX-FO-PROMSD-SLP,"FO Sustainable Livelihood Program PMO",NULL,NULL,IX-FO-PROSD,IX,NULL,NULL,NULL,NULL,0,2
709,IX-FO-PSD,"FO Protective Service Division",NULL,NULL,IX-FO-OARDO,IX,NULL,NULL,NULL,NULL,0,2
710,IX-FO-PSD-CBS,"FO Capacity Building Section",NULL,NULL,IX-FO-PSD,IX,NULL,NULL,NULL,NULL,0,2
711,IX-FO-PSD-CBSS,"FO Center Based Services Section",NULL,NULL,IX-FO-PSD,IX,NULL,NULL,NULL,NULL,0,2
712,IX-FO-PSD-CIS,"FO Crisis Intervention Section",NULL,NULL,IX-FO-PSD,IX,NULL,NULL,NULL,NULL,0,2
713,IX-FO-PSD-COMBS,"FO Community Based Services Section",NULL,NULL,IX-FO-PSD,IX,NULL,NULL,NULL,NULL,0,2
714,IX-FO-SMU,"FO Social Marketing Unit",NULL,NULL,IX-FO-ORD,IX,NULL,NULL,NULL,NULL,0,2
715,JJWC,"JUVENILE JUSTICE AND WELFARE COUNCIL",NULL,NULL,NULL,CO,8,"2021-09-21 10:26:26",4,"2022-05-02 14:25:25",0,5
716,KC-NPMO,"KALAHI-CIDSS - National Program Management Office","DIR. JANET P. ARMAS",NULL,OASSPECPRO,CO,68,"2015-08-29 14:24:55",68,NULL,0,2
717,LS,"Legal Service","OIC-DIR. MARIA CASSANDRA M. URBIZTONDO",NULL,OUSGASS,CO,16,"2014-09-12 16:52:13",68,NULL,0,2
718,LS-LAD,"Legal Service-Legal Assistance Division","MARIA CASSANDRA M. URBIZTONDO",NULL,LS,CO,68,"2019-05-06 07:27:08",68,NULL,0,3
719,LS-LDM,"Legal Service-Legal Management Division","ANDREA NIKKA A. YARANON",NULL,LS,CO,68,"2019-05-06 07:28:58",68,NULL,0,3
720,NCR-FO-4PS-AS,"FO Pantawid - Administrative Section",NULL,NULL,NCR-FO-4PS,NCR,NULL,NULL,NULL,NULL,0,2
721,NCR-FO-4PS-BDM,"FO Pantawid - Beneficiary Data Management Section",NULL,NULL,NCR-FO-4PS,NCR,NULL,NULL,NULL,NULL,0,2
722,NCR-FO-4PS-CBS,"FO Pantawid - Capability Building Division",NULL,NULL,NCR-FO-4PS,NCR,NULL,NULL,NULL,NULL,0,2
723,NCR-FO-4PS-CVS,"FO Pantawid - Compliance Verification Section",NULL,NULL,NCR-FO-4PS,NCR,NULL,NULL,NULL,NULL,0,2
724,NCR-FO-4PS-FDS,"FO Pantawid - Family Development Section",NULL,NULL,NCR-FO-4PS,NCR,NULL,NULL,NULL,NULL,0,2
725,NCR-FO-4PS-GRS,"FO Pantawid - Grievance Redress Section",NULL,NULL,NCR-FO-4PS,NCR,NULL,NULL,NULL,NULL,0,2
726,NCR-FO-4PS-IPD,"FO Pantawid - Institutional Partnership Section",NULL,NULL,NCR-FO-4PS,NCR,NULL,NULL,NULL,NULL,0,2
